trace_start_time,source_origin_time,receiver_latitude,receiver_longitude,receiver_elevation_m,p_arrival_sample,p_weight,p_travel_sec,s_arrival_sample,s_weight,source_latitude,source_longitude,source_depth_km,source_magnitude,source_magnitude_type,source_distance_deg,source_distance_km,back_azimuth_deg,trace_category,trace_name
2015-03-26 14:08:01.840000,2015-03-26 14:07:59.220000,33.711167,-116.714167,1467,400,0.6,6.61999988555908,882,0.6,33.866,-117.096,10.76,0.84,ml,0.3535,39.31,295.9,earthquake_local,B081.PB_20150326140800_EV
2007-07-05 05:01:52.350000,2007-07-05 05:01:58.720000,38.807968,-122.795303,939,700,0.63,0.629999995231628,760,0.53,38.8185,-122.819,2.01,0.85,md,0.02162,2.37,299.6,earthquake_local,GDXB.NC_20070705050151_EV
2014-11-01 09:06:57.920000,2014-11-01 09:06:59.430000,33.711167,-116.714167,1467,695,0.88,5.44000005722046,1066,0.88,33.456,-116.58633,11.82,0.86,ml,0.276,30.69,157.4,earthquake_local,B081.PB_20141101090656_EV
2016-07-05 00:44:02.960000,2016-07-05 00:44:07.480000,19.466578,-155.58107,4039,700,0.58,2.48000001907349,843,0.58,19.47683,-155.6455,8.2,0.87,md,0.06164,6.86,279.6,earthquake_local,WILD.HV_20160705004401_EV
2016-02-23 01:39:06.330000,2016-02-23 01:39:11.290000,33.708115,-117.001524,593,900,0.93,4.03999996185303,1176,0.87,33.72317,-116.8255,17.2,0.88,ml,0.1475,16.4,84.2,earthquake_local,HMT2.CI_20160223013905_EV
2015-08-05 17:53:59.850000,2015-08-05 17:54:03.910000,33.61157,-116.45637,1271,895,0.9,4.8899998664856,1273,0.83,33.36767,-116.36133,9.9,0.89,ml,0.2559,28.46,162,earthquake_local,B084.PB_20150805175358_EV
2014-06-07 01:59:34.500000,2014-06-07 01:59:31.020000,33.598182,-116.596005,1374.8,800,0.6,11.4799995422363,1608,0.6,34.02983,-117.13917,18.43,0.9,ml,0.6244,69.44,313.6,earthquake_local,B082.PB_20140607015933_EV
2007-05-02 15:23:05.820000,2007-05-02 15:23:10.320000,38.807968,-122.795303,939,500,0.63,0.5,558,0.53,38.8275,-122.7943333,1.39,0.91,md,0.01982,2.17,0.9,earthquake_local,GDXB.NC_20070502152304_EV
2015-12-16 17:13:54.790000,2015-12-16 17:13:56.750000,33.5575,-116.531,1392,900,0.62,7.03999996185303,1428,0.56,33.25,-116.264,10.52,0.92,ml,0.3794,42.19,144.1,earthquake_local,B086.PB_20151216171353_EV
2007-09-23 21:14:19.370000,2007-09-23 21:14:17.350000,33.598182,-116.596005,1374.8,600,0.62,8.02000045776367,1171,0.58,33.8703333,-116.2003333,6.68,0.93,ml,0.4271,47.49,50.5,earthquake_local,B082.PB_20070923211418_EV
2017-11-04 07:40:51.740000,2017-11-04 07:40:58.810000,19.395368,-155.273643,1145,800,0.63,0.930000007152557,857,0,19.38817,-155.27933,2.51,0.94,md,0.00895,1,216.7,earthquake_local,RIMD.HV_20171104074050_EV
2016-07-05 15:03:00.850000,2016-07-05 15:03:02.090000,33.5575,-116.531,1392,697,0.92,5.73000001907349,1126,0.81,33.35283,-116.24867,3.96,0.95,ml,0.3121,34.7,131.1,earthquake_local,B086.PB_20160705150259_EV
2015-01-23 09:03:13.020000,2015-01-23 09:03:13.390000,33.61157,-116.45637,1271,598,0.93,5.6100001335144,998,0.81,33.6,-116.8195,8.82,0.96,ml,0.3025,33.73,267.4,earthquake_local,B084.PB_20150123090312_EV
2014-01-19 10:27:36.380000,2014-01-19 10:27:34.350000,46.169,-122.333667,814.4,800,0.69,10.0299997329712,1565,0.67,45.67733,-122.5875,24.16,0.97,md,0.5227,58.09,199.7,earthquake_local,B203.PB_20140119102735_EV
2008-06-20 10:40:39.840000,2008-06-20 10:40:38.120000,33.35361,-116.86265,1691,500,0.56,6.71999979019165,948,0.56,33.4651667,-116.4668333,4.77,0.98,ml,0.3493,38.84,71.5,earthquake_local,PLM.CI_20080620104038_EV
2011-05-30 05:35:24.910000,2011-05-30 05:35:33.370000,38.807968,-122.795303,939,900,0.6,0.540000021457672,949,0,38.8168333,-122.7841667,1.26,0.99,md,0.01261,1.38,42.3,earthquake_local,GDXB.NC_20110530053523_EV
2011-09-03 16:48:18.371000,2011-09-03 16:48:13.209000,61.4131,-148.4585,598,700,0.79,12.1619997024536,1703.8,0.58,62.0683,-148.5076,37.1,1,ml,0.656,73.06,357.82,earthquake_local,KNK.AK_20110903164817_EV
2013-12-05 20:09:41.240000,2013-12-05 20:09:43.040000,33.598182,-116.596005,1374.8,500,0.63,3.20000004768372,744,0.59,33.49467,-116.50117,14.3,1.01,ml,0.1301,14.47,142.7,earthquake_local,B082.PB_20131205200940_EV
2011-08-05 10:10:52.680000,2011-08-05 10:10:58.350000,36.857533,-121.592167,67,800,0.69,2.32999992370606,969,0.54,36.949,-121.5665,3.47,1.02,md,0.09369,10.41,12.6,earthquake_local,B066.PB_20110805101051_EV
2015-05-06 00:56:48.270000,2015-05-06 00:56:45.110000,33.61157,-116.45637,1271,600,0.63,9.15999984741211,1231,0.57,33.12233,-116.43317,10.59,1.03,ml,0.4883,54.31,177.7,earthquake_local,B084.PB_20150506005647_EV
2010-11-04 20:07:41.790000,2010-11-04 20:07:40.300000,33.59369,-116.7641,1229.6,600,0.59,7.48999977111816,1098,0.59,33.4265,-116.3676667,14.34,1.04,ml,0.3708,41.24,116.9,earthquake_local,B093.PB_20101104200740_EV
2011-01-11 03:57:30.550000,2011-01-11 03:57:37.910000,38.807968,-122.795303,939,800,0.55,0.639999985694885,871,0,38.8193333,-122.7945,2.3,1.05,md,0.01171,1.26,0.9,earthquake_local,GDXB.NC_20110111035729_EV
2015-06-30 09:00:27.700000,2015-06-30 09:00:28.890000,33.711167,-116.714167,1467,699,0.94,5.80000019073486,1115,0.7,33.48583,-116.45633,9.44,1.06,ml,0.3112,34.6,136.4,earthquake_local,B081.PB_20150630090026_EV
2017-05-15 21:42:17.130000,2017-05-15 21:42:08.920000,33.598182,-116.596005,1374.8,500,0.6,13.210000038147,1427,0.86,34.21533,-117.04917,7.56,1.07,ml,0.7253,80.27,328,earthquake_local,B082.PB_20170515214216_EV
2011-05-24 02:06:06.600000,2011-05-24 02:06:08.340000,35.9357,-117.6017,1042.6,600,0.68,4.26000022888184,926,0.59,35.9568333,-117.3408333,2.97,1.08,ml,0.2127,23.65,84.4,earthquake_local,B918.PB_20110524020605_EV
2014-06-06 15:37:51.900000,2014-06-06 15:37:53.760000,33.711167,-116.714167,1467,499,0.93,3.13000011444092,724,0.91,33.71233,-116.834,15.79,1.09,ml,0.09989,11.11,270.6,earthquake_local,B081.PB_20140606153750_EV
2012-03-30 04:57:04.914000,2012-03-30 04:57:05.822000,61.771,-148.926,1032,900,0.95,8.0920000076294,1505.2,1,62.0409,-148.4991,36.5,1.1,ml,0.336,37.53,36.88,earthquake_local,GHO.AK_20120330045703_EV
2014-09-10 01:49:28.480000,2014-09-10 01:49:28.020000,36.439047,-118.080495,1569.5,400,0.93,4.46000003814697,723,0.9,36.218,-118.02233,0.63,1.11,ml,0.2263,25.08,168.2,earthquake_local,CWC.CI_20140910014927_EV
2016-12-01 11:19:36.950000,2016-12-01 11:19:38.120000,19.333395,-155.38565,836,400,0.65,2.82999992370606,591,0.55,19.38067,-155.282,2.23,1.12,md,0.1086,12.08,64.2,earthquake_local,DESD.HV_20161201111935_EV
2015-08-03 19:45:30.770000,2015-08-03 19:45:21.610000,33.711167,-116.714167,1467,500,0.62,14.1599998474121,1454,0.56,34.17817,-117.43533,6.05,1.13,ml,0.7592,84.43,307.8,earthquake_local,B081.PB_20150803194529_EV
2014-03-09 18:14:24.570000,2014-03-09 18:14:25.540000,33.711167,-116.714167,1467,800,0.59,7.03000020980835,1290,0.59,33.92983,-116.34517,3.91,1.14,ml,0.3767,41.9,54.6,earthquake_local,B081.PB_20140309181423_EV
2011-08-30 11:30:15.880000,2011-08-30 11:30:16.480000,36.610867,-121.314667,1052,400,0.67,3.40000009536743,656,0.53,36.5855,-121.1221667,7.96,1.15,md,0.1586,17.45,101.9,earthquake_local,BJOB.NC_20110830113014_EV
2014-11-09 05:46:50.300000,2014-11-09 05:46:50.230000,36.1925,-117.6685,1859.9,700,0.58,7.07000017166138,1244,0.62,35.82183,-117.75,10.59,1.16,ml,0.3745,41.78,190,earthquake_local,B916.PB_20141109054649_EV
2015-04-23 17:35:50.107790,2015-04-23 17:35:48.373000,38.504299,-119.438202,1890,500,0.95,6.73478984832764,987.397,0.93,38.7859,-119.6431,13.6,1.17,ml,0.324,35.99,330.32,earthquake_local,WAK.NN_20150423173549_EV
2016-01-11 20:12:04.980000,2016-01-11 20:12:11.480000,33.4915,-116.667,1301,801,0.94,1.50999999046326,925,0.89,33.525,-116.73167,2.65,1.18,ml,0.06353,7.06,301.8,earthquake_local,BZN.AZ_20160111201203_EV
2017-09-23 06:45:22.700000,2017-09-23 06:45:19.830000,33.598182,-116.596005,1374.8,600,0.62,8.86999988555908,1232,0.71,33.98217,-116.9395,4.39,1.19,ml,0.4805,53.16,323,earthquake_local,B082.PB_20170923064521_EV
2017-04-18 19:32:47.309000,2017-04-18 19:32:51.354000,63.5527,-150.9233,1172,700,0.46,2.95499992370606,867.2,0.67,63.563,-150.733,8.4,1.2,ml,0.085,9.53,83.14,earthquake_local,KTH.AK_20170418193246_EV
2012-09-03 15:11:18.200000,2012-09-03 15:11:17.990000,33.4955,-116.602667,1139,500,0.67,5.21000003814697,854,0.58,33.278,-116.7836667,10.64,1.21,ml,0.2646,29.42,214.7,earthquake_local,B087.PB_20120903151117_EV
2011-09-04 21:59:45.670000,2011-09-04 21:59:42.260000,33.4955,-116.602667,1139,400,0.63,7.40999984741211,921,0.59,33.7603333,-116.9211667,13.51,1.22,ml,0.3747,41.67,314.9,earthquake_local,B087.PB_20110904215944_EV
2015-11-22 00:48:49.330000,2015-11-22 00:48:44.280000,33.61157,-116.45637,1271,795,0.89,13,1744,0.86,34.05883,-117.13333,9.32,1.23,ml,0.7155,79.92,308,earthquake_local,B084.PB_20151122004848_EV
2007-07-27 06:28:11.240000,2007-07-27 06:28:03.130000,33.4955,-116.602667,1139,900,0.58,17.1100006103516,2014,0.53,32.7088333,-116.056,8.97,1.24,ml,0.9089,101.07,149.9,earthquake_local,B087.PB_20070727062810_EV
2012-01-05 06:20:23.530000,2012-01-05 06:20:21.600000,33.598182,-116.596005,1374.8,697,0.92,8.89999961853027,1319,0.56,34.0093346,-116.3223343,9.58,1.25,ml,0.4692,52.17,29,earthquake_local,B082.PB_20120105062022_EV
2014-11-05 19:50:36.788810,2014-11-05 19:50:41.923000,39.295601,-119.650299,1928,600,0.95,0.865809977054596,697.296,0.93,39.2887,-119.5979,0,1.26,ml,0.041,4.58,99.71,earthquake_local,VCN.NN_20141105195035_EV
2015-04-01 09:41:47.600000,2015-04-01 09:41:50.840000,38.807968,-122.795303,939,400,0.64,0.759999990463257,468,0.51,38.821,-122.76367,1.82,1.27,md,0.02793,3.11,62.1,earthquake_local,GDXB.NC_20150401094146_EV
2007-01-14 09:22:05.380000,2007-01-14 09:22:12.730000,38.807968,-122.795303,939,800,0.66,0.649999976158142,862,0.53,38.8128333,-122.7915,3.21,1.28,md,0.0054,0.63,26.5,earthquake_local,GDXB.NC_20070114092204_EV
2015-10-25 19:28:44.710000,2015-10-25 19:28:41.430000,33.5575,-116.531,1392,690,0.71,10.1800003051758,1405,0.76,34.03517,-116.8755,12.02,1.29,ml,0.5561,61.85,329,earthquake_local,B086.PB_20151025192843_EV
2015-03-11 10:27:34.066790,2015-03-11 10:27:30.077000,41.90246,-120.30295,1554.5,600,0.95,9.98978996276856,1304.376,0.93,41.823,-119.628,3.4,1.3,ml,0.509,56.73,99.21,earthquake_local,MOD.BK_20150311102733_EV
2007-07-24 01:52:00.200000,2007-07-24 01:52:01.620000,33.4955,-116.602667,1139,499,0.93,3.5699999332428,748,0.85,33.4263333,-116.4473333,12.32,1.31,ml,0.147,16.35,118.1,earthquake_local,B087.PB_20070724015159_EV
2016-11-15 04:28:27.020000,2016-11-15 04:28:26.580000,35.9479,-117.65038,943,399,0.92,4.42999982833862,745,0.64,36.074,-117.87,1.21,1.32,ml,0.218,24.24,305.3,earthquake_local,WRC2.CI_20161115042826_EV
2014-04-14 05:23:40.520000,2014-04-14 05:23:45.570000,33.80776,-117.98116,24,700,0,1.95000004768372,935,0.65,33.74733,-118.02467,6.62,1.33,ml,0.07033,7.82,210.9,earthquake_local,BRE.CI_20140414052339_EV
2013-03-08 09:59:56.320000,2013-03-08 09:59:50.550000,33.4947,-116.6022,1164,500,0.59,10.7700004577637,1271,0.59,34.03167,-116.847,13.21,1.34,ml,0.5731,63.73,339.2,earthquake_local,FRD.AZ_20130308095955_EV
2018-02-10 07:02:09.820000,2018-02-10 07:02:05.320000,33.61157,-116.45637,1271,592,0.83,10.4200000762939,1308,0.88,33.18117,-116.02583,7.71,1.35,ml,0.5603,62.31,140.3,earthquake_local,B084.PB_20180210070208_EV
2015-10-24 16:16:05.040000,2015-10-24 16:16:11.410000,37.816471,-122.063019,580,900,0.72,2.63000011444092,1111,0.61,37.7995,-121.961,8.56,1.36,md,0.08288,9.18,101.9,earthquake_local,CBR.NC_20151024161604_EV
2012-04-27 20:34:54.580000,2012-04-27 20:34:57.990000,33.0262,-116.9596,478,900,0.68,5.59000015258789,1319,0.59,33.3088333,-116.8728333,4.49,1.37,ml,0.2911,32.37,14.4,earthquake_local,HWB.AZ_20120427203453_EV
2011-12-09 17:13:04.960000,2011-12-09 17:13:00.200000,32.68005,-116.67215,529,700,0.58,11.7600002288818,1539,0.58,32.7021667,-115.9165,5,1.38,ml,0.6376,70.91,88.2,earthquake_local,BAR.CI_20111209171303_EV
2016-07-03 05:59:28.790000,2016-07-03 05:59:32.490000,33.4955,-116.602667,1139,600,0.93,2.29999995231628,788,0.85,33.51517,-116.5235,10.84,1.39,ml,0.06899,7.67,73.4,earthquake_local,B087.PB_20160703055927_EV
2017-07-26 13:48:26.244000,2017-07-26 13:48:18.872000,59.6304,-137.7381,679,500,0.95,12.3719997406006,1371.6,0.64,59.7852,-136.5188,0.0,1.4,ml,0.634,70.77,76.4,earthquake_local,P29M.TA_20170726134825_EV
2014-06-02 18:00:18.180000,2014-06-02 18:00:21.030000,36.1925,-117.6685,1859.9,601,0.93,3.16000008583069,880,0.6,36.028,-117.5915,0.99,1.41,ml,0.1756,19.53,159.3,earthquake_local,B916.PB_20140602180017_EV
2012-12-27 23:55:50.030000,2012-12-27 23:55:44.570000,32.8889,-117.1051,150,800,0.6,13.460000038147,1814,0.55,33.001,-116.2383333,7.69,1.42,ml,0.7373,82,81.5,earthquake_local,CPE.AZ_20121227235549_EV
2012-12-29 05:20:37.240000,2012-12-29 05:20:33.390000,35.9357,-117.6017,1042.6,600,0.66,9.85000038146973,1336,0.55,35.4158333,-117.7883333,6,1.43,ml,0.5405,60.1,196.2,earthquake_local,B918.PB_20121229052036_EV
2014-07-14 14:02:21.616150,2014-07-14 14:02:21.046000,36.9016,-116.2528,1573,800,0.95,8.57015037536621,1418.191,0.93,36.4652,-116.1723,6.5,1.44,ml,0.441,48.96,171.61,earthquake_local,TPW.SN_20140714140220_EV
2017-05-10 10:05:44.930000,2017-05-10 10:05:42.730000,47.813,-122.9108,75.3,400,0.65,6.19999980926514,890,0.61,47.5943,-122.5705,21.3,1.45,md,0.3173,35.26,133.8,earthquake_local,B013.PB_20170510100543_EV
2014-07-08 05:51:56.210000,2014-07-08 05:51:52.960000,37.059933,-121.27578,468,400,0.53,7.25,934,0.53,36.76733,-121.47767,5.95,1.46,md,0.3351,37.12,208.9,earthquake_local,HPC.NC_20140708055155_EV
2006-09-23 17:07:57.310000,2006-09-23 17:08:03.510000,38.807968,-122.795303,939,700,0.61,0.800000011920929,770,0,38.8171667,-122.8105,2.93,1.47,md,0.01532,1.67,307,earthquake_local,GDXB.NC_20060923170756_EV
2011-08-24 08:32:51.940000,2011-08-24 08:32:53.440000,37.816471,-122.063019,580,400,0.55,2.5,590,0,37.7456667,-122.1395,7.5,1.48,md,0.09369,10.35,220.5,earthquake_local,CBR.NC_20110824083250_EV
2010-10-02 10:00:56.340000,2010-10-02 10:00:58.820000,36.7995,-121.5808,114.2,600,0.68,3.51999998092651,854,0.82,36.9531667,-121.5813333,4.78,1.49,md,0.1541,17.05,359.8,earthquake_local,B058.PB_20101002100055_EV
2012-12-10 07:09:46.782000,2012-12-10 07:09:45.941000,61.4636,-150.746704,1306,800,0.81,8.84099960327148,1499.7,0.51,61.2945,-150.8494,58.8,1.5,ml,0.176,19.63,196.18,earthquake_local,SSN.AK_20121210070945_EV
2015-11-01 06:42:32.930000,2015-11-01 06:42:32.520000,32.64933,-115.72638,75,700,0.69,7.40999984741211,1235,0.56,32.58183,-115.29333,19.53,1.51,ml,0.3716,41.33,100.6,earthquake_local,SGL.CI_20151101064231_EV
2011-05-17 08:33:49.310000,2011-05-17 08:33:53.230000,36.765,-121.5655,126.2,800,0.61,4.07999992370606,1120,0.77,36.8743333,-121.3895,9.79,1.52,md,0.1784,19.84,52.2,earthquake_local,B067.PB_20110517083348_EV
2015-07-24 19:47:52.050000,2015-07-24 19:47:56.160000,37.10865,-97.87228,348,600,0.67,1.88999998569489,742,0.54,37.0551667,-97.9431667,2.73,1.53,ml,0.07787,8.66,226.6,earthquake_local,KAN05.GS_20150724194751_EV
2014-07-17 22:54:04.680000,2014-07-17 22:54:05.440000,35.9357,-117.6017,1042.6,700,0.93,6.23999977111816,1160,0.87,35.91783,-118.0075,9.28,1.54,ml,0.3298,36.68,266.8,earthquake_local,B918.PB_20140717225403_EV
2017-07-03 09:43:00.240000,2017-07-03 09:43:00.180000,35.6897,-120.142,275.3,500,0.71,5.05999994277954,909,0.58,35.85583,-120.01367,11.07,1.55,md,0.1959,21.78,32.1,earthquake_local,B901.PB_20170703094259_EV
2018-02-15 07:53:19.030000,2018-02-15 07:53:20.610000,35.688123,-120.400916,431,900,0.64,7.42000007629395,1477,0,35.5625,-120.79467,4.64,1.56,md,0.3444,38.3,248.5,earthquake_local,TCHL.BK_20180215075318_EV
2015-01-09 19:33:54.500000,2015-01-09 19:33:52.900000,33.59369,-116.7641,1229.6,700,0.49,8.60000038146973,1345,0.73,33.18217,-116.52667,15.33,1.57,ml,0.4565,50.71,153.9,earthquake_local,B093.PB_20150109193353_EV
2017-11-04 05:16:53.920000,2017-11-04 05:16:53.150000,48.201925,-124.427006,30,600,0.58,6.76999998092651,1172,0,48.132,-123.902,3.64,1.58,ml,0.3584,39.82,101.5,earthquake_local,B004.PB_20171104051652_EV
2012-01-03 14:14:11.290000,2012-01-03 14:14:11.610000,33.7141,-116.7119,1507,899,0.93,8.67000007629395,1508,0.76,34.1033325,-116.9950027,4.28,1.59,ml,0.4541,50.49,328.8,earthquake_local,KNW.AZ_20120103141410_EV
2018-02-08 14:32:42.980000,2018-02-08 14:32:33.742000,61.2913,-152.0228,1329,499,0.9,14.2279996871948,1629,0.63,61.7644,-150.9583,67.1,1.6,ml,0.694,77.38,47.48,earthquake_local,SPCG.AV_20180208143241_EV
2011-06-24 19:06:38.320000,2011-06-24 19:06:29.220000,35.5865,-117.4622,694.5,500,0.61,14.1000003814697,1537,0.58,35.6905,-118.4056667,4.4,1.61,ml,0.7755,86.23,277.4,earthquake_local,B921.PB_20110624190637_EV
2013-12-13 17:56:01.470000,2013-12-13 17:55:58.110000,35.7157,-120.2057,436.6,400,0.55,7.3600001335144,967,0.51,35.82617,-119.792,7.51,1.62,md,0.3541,39.37,71.8,earthquake_local,B079.PB_20131213175600_EV
2017-12-09 23:24:18.800000,2017-12-09 23:24:18.580000,19.504323,-155.702741,2535,500,0.63,5.21999979019165,875,0,19.3455,-155.49133,3.95,1.63,md,0.2545,28.32,128.6,earthquake_local,TOUO.HV_20171209232417_EV
2016-02-12 23:36:31.430000,2016-02-12 23:36:35.300000,19.296253,-155.307482,724,900,0.59,5.13000011444092,1386,0,19.33333,-155.06467,3.21,1.64,md,0.2323,25.85,80.8,earthquake_local,HLPD.HV_20160212233630_EV
2017-02-14 10:26:31.060000,2017-02-14 10:26:29.960000,33.598182,-116.596005,1374.8,599,0.93,7.09000015258789,1114,0.81,33.9565,-116.68033,17.78,1.65,ml,0.3642,40.5,348.9,earthquake_local,B082.PB_20170214102630_EV
2012-03-17 03:35:03.290000,2012-03-17 03:34:58.290000,33.4955,-116.602667,1139,900,0.59,14,1907,0.54,34.0453333,-117.235,16.16,1.66,ml,0.7604,84.56,316.1,earthquake_local,B087.PB_20120317033502_EV
2014-03-21 18:04:48.340000,2014-03-21 18:04:46.380000,33.05149,-114.82706,610,900,0.59,10.960000038147,1673,0.59,32.97183,-115.52067,9.95,1.67,ml,0.5882,65.41,262,earthquake_local,GLA.CI_20140321180447_EV
2014-09-04 01:01:32.620000,2014-09-04 01:01:31.010000,33.598182,-116.596005,1374.8,500,0.67,6.6100001335144,969,0.59,33.3505,-116.29517,13.32,1.68,ml,0.3525,39.2,134.7,earthquake_local,B082.PB_20140904010131_EV
2017-10-14 23:28:44.830000,2017-10-14 23:28:40.030000,33.61157,-116.45637,1271,695,0.92,11.75,1520,0.67,33.14667,-115.935,7.16,1.69,ml,0.6399,70.8,137,earthquake_local,B084.PB_20171014232843_EV
2017-08-02 01:17:16.494000,2017-08-02 01:17:12.929000,54.1095,-165.6987,213,900,0.79,12.5649995803833,1876.3,0.49,53.5521,-165.3964,49.6,1.7,ml,0.585,65.15,162.37,earthquake_local,AKSA.AV_20170802011715_EV
2016-08-02 05:10:51.910000,2016-08-02 05:10:51.980000,35.2422,-119.72486,1169,899,0.91,8.92000007629395,1568,0.71,35.12517,-119.20667,16.55,1.71,ml,0.4402,48.95,105.6,earthquake_local,CRG.CI_20160802051050_EV
2010-11-20 15:05:52.560000,2010-11-20 15:05:46.510000,33.4955,-116.602667,1139,400,0.55,10.0500001907349,1119,0.64,33.8611667,-117.0533333,14.66,1.72,ml,0.5237,58.24,314.2,earthquake_local,B087.PB_20101120150551_EV
2014-11-04 04:55:37.280000,2014-11-04 04:55:41.770000,35.94517,-120.5416,583,600,0.71,1.50999999046326,714,0.54,35.9695,-120.52983,6.48,1.73,md,0.02613,2.9,21.4,earthquake_local,PKD.BK_20141104045536_EV
2015-07-26 20:59:10.410000,2015-07-26 20:59:10.440000,37.1235,-98.095133,417,400,0.57,3.97000002861023,688,0.65,37.09817,-97.86117,4.92,1.74,ml,0.1887,20.98,97.8,earthquake_local,KAN10.GS_20150726205909_EV
2012-11-25 12:52:20.800000,2012-11-25 12:52:20.510000,39.65471,-122.71595,1354.8,700,0.59,7.28999996185303,1292,0.54,39.5093333,-123.1266667,-0.34,1.75,md,0.3486,38.8,245.3,earthquake_local,GASB.BK_20121125125219_EV
2018-06-14 21:19:17.850000,2018-06-14 21:19:23.250000,19.46017,-155.27533,1296,701,0.93,1.61000001430512,830,0.79,19.421,-155.27017,1.1,1.76,ml,0.03926,4.37,173,earthquake_local,RSDD.HV_20180614211916_EV
2012-10-09 00:16:56.480000,2012-10-09 00:16:59.300000,36.7995,-121.5808,114.2,600,0.69,3.1800000667572,841,0,36.9268333,-121.662,7.17,1.77,md,0.1432,15.88,333,earthquake_local,B058.PB_20121009001655_EV
2003-02-22 19:59:19.150000,2003-02-22 19:59:24.490000,34.2623,-116.92075,2069,700,0.6,1.6599999666214,858,0.6,34.31167,-116.85183,2.16,1.78,ml,0.07537,8.38,49.1,earthquake_local,BBR.CI_20030222195918_EV
2015-04-06 10:20:19.730000,2015-04-06 10:20:26.110000,33.4955,-116.602667,1139,800,0.94,1.62000000476837,927,0.9,33.46367,-116.578,7.9,1.79,ml,0.03786,4.21,147.1,earthquake_local,B087.PB_20150406102018_EV
2013-03-12 19:45:45.970000,2013-03-12 19:45:44.960000,38.807968,-122.795303,939,400,0.66,5.01000022888184,762,0.56,38.601,-122.614,3.6,1.8,md,0.2514,27.85,145.6,earthquake_local,GDXB.NC_20130312194544_EV
2018-06-04 10:03:36.120000,2018-06-04 10:03:34.100000,19.450382,-155.524977,3371,496,0.82,6.98000001907349,1123,0.99,19.32433,-155.19383,1.67,1.81,md,0.3368,37.48,112,earthquake_local,ELEP.HV_20180604100335_EV
2011-08-24 12:09:31.990000,2011-08-24 12:09:36.200000,38.807968,-122.795303,939,500,0.6,0.790000021457672,559,0,38.8323333,-122.7921667,1.74,1.82,md,0.02432,2.72,4.7,earthquake_local,GDXB.NC_20110824120930_EV
2016-09-14 14:50:11.230000,2016-09-14 14:50:11.980000,19.373785,-155.215495,994,699,0.87,6.23999977111816,1148,0.98,19.23633,-155.42717,35.38,1.83,md,0.2422,26.95,235,earthquake_local,PAUD.HV_20160914145010_EV
2015-12-19 08:21:57.840000,2015-12-19 08:21:56.290000,35.9292,-120.5153,583,700,0.6,8.55000019073486,1343,0,35.55,-120.783,4.15,1.84,md,0.4378,48.54,209.7,earthquake_local,B075.PB_20151219082156_EV
2018-03-11 16:07:52.630000,2018-03-11 16:07:53.010000,34.733165,-119.10391,1575,401,0.92,3.63000011444092,691,0.56,34.84583,-118.96283,13.24,1.85,ml,0.1616,17.97,45.8,earthquake_local,LMY.CI_20180311160751_EV
2015-02-07 21:31:34.140000,2015-02-07 21:31:33.200000,33.4915,-116.667,1301,599,0.93,6.92999982833862,1064,0.82,33.20567,-116.88733,17.35,1.86,ml,0.3395,37.76,212.7,earthquake_local,BZN.AZ_20150207213133_EV
2016-01-13 19:23:01.050000,2016-01-13 19:23:02.220000,19.372067,-155.457228,1524,868,0.87,7.51000022888184,1435,0.75,19.3135,-155.09584,5.76,1.87,md,0.3462,38.52,100,earthquake_local,AIND.HV_20160113192300_EV
2017-04-22 16:57:31.010000,2017-04-22 16:57:27.670000,17.965356,-66.106824,1,500,1,8.34000015258789,1173,0,17.889,-65.6533,11.91,1.88,md,0.4364,48.79,101,earthquake_local,IGPR.PR_20170422165730_EV
2010-12-28 11:42:07.600000,2010-12-28 11:42:04.760000,38.0273,-122.5655,14.4,500,0.68,7.84000015258789,1016,0.76,38.0216667,-122.1125,16.29,1.89,md,0.3577,39.78,90.9,earthquake_local,B057.PB_20101228114206_EV
2017-06-16 06:55:57.121000,2017-06-16 06:55:49.278000,53.9148,-166.788,423,800,0.83,15.8430004119873,2014.8,0.7,53.3353,-166.041,0.8,1.9,ml,0.729,81.26,142.9,earthquake_local,MSW.AV_20170616065556_EV
2012-02-04 07:49:11.130000,2012-02-04 07:49:06.660000,37.32363,-119.3187,888.1,700,0,11.4700002670288,1496,0.88,37.33,-118.5553333,10.49,1.91,md,0.6081,67.66,89.4,earthquake_local,KCC.BK_20120204074910_EV
2011-03-29 07:52:16.930000,2011-03-29 07:52:17.320000,33.08098,-116.59755,1308,500,0.62,4.6100001335144,851,0.95,33.0001667,-116.353,8.19,1.92,ml,0.2176,24.54,112.4,earthquake_local,JEM.CI_20110329075215_EV
2017-08-07 10:23:36.580000,2017-08-07 10:23:32.980000,19.372067,-155.457228,1524,400,0,7.59999990463257,973,0,19.44183,-155.88767,10.28,1.93,md,0.4122,45.87,279.7,earthquake_local,AIND.HV_20170807102335_EV
2016-10-12 08:10:10.810000,2016-10-12 08:10:08.500000,33.4915,-116.667,1301,800,0.92,10.3100004196167,1516,0.83,33.264,-116.10167,3.63,1.94,ml,0.5246,58.34,115.9,earthquake_local,BZN.AZ_20161012081009_EV
2017-10-24 23:05:19.680000,2017-10-24 23:05:19.180000,35.6897,-120.142,275.3,900,0.61,9.5,1732,0.9,35.99433,-120.5575,4.4,1.95,md,0.4543,50.51,312,earthquake_local,B901.PB_20171024230518_EV
